subject,target_distance,condition,perc_dist,sd_perc_dist,sem_perc_dist,logperc_dist,logperc_dist_sem
S021,6,Closed headphones,4.25,0.6454972243679028,0.3227486121839514,0.6283889300503115,-0.4911356165197842
S021,6,Individualized HRTF,2.5,0.408248290463863,0.2041241452319315,0.3979400086720376,-0.690105620855803
S021,6,Real speakers,3,0.816496580927726,0.408248290463863,0.47712125471966244,-0.3890756251918218
S021,6,Non-individualized HRTF,2.125,0.25,0.125,0.32735893438633035,-0.9030899869919435
S022,1,Incongruous room,0.875,0.25,0.125,-0.057991946977686754,-0.9030899869919435
S022,1,Closed headphones,1.75,0.9574271077563381,0.47871355387816905,0.24303804868629444,-0.31992427610868107
S022,1,Individualized HRTF,2.375,0.47871355387816905,0.23935677693908453,0.3756636139608854,-0.6209542717726623
S022,1,Real speakers,2.125,0.6291528696058958,0.3145764348029479,0.32735893438633035,-0.5022738138753603
S022,1,Non-individualized HRTF,0.6,0.6164414002968976,0.3082207001484488,-0.2218487496163564,-0.5111381973555761
S022,2,Incongruous room,1.75,0.5,0.25,0.24303804868629444,-0.6020599913279624
S022,2,Closed headphones,1.75,0.5,0.25,0.24303804868629444,-0.6020599913279624
S022,2,Individualized HRTF,3.875,0.25,0.125,0.5882717068423291,-0.9030899869919435
S022,2,Real speakers,4.25,0.5,0.25,0.6283889300503115,-0.6020599913279624
S022,2,Non-individualized HRTF,3,1.4142135623730951,0.7071067811865476,0.47712125471966244,-0.15051499783199057
S022,3,Incongruous room,1.75,0.5,0.25,0.24303804868629444,-0.6020599913279624
S022,3,Closed headphones,2.375,0.47871355387816905,0.23935677693908453,0.3756636139608854,-0.6209542717726623
S022,3,Individualized HRTF,4.75,0.5,0.25,0.6766936096248666,-0.6020599913279624
S022,3,Real speakers,5.75,0.5,0.25,0.7596678446896304,-0.6020599913279624
S022,3,Non-individualized HRTF,7.75,2.362907813126304,1.181453906563152,0.8893017025063102,0.07241678266261956
S022,4,Incongruous room,2.125,0.6291528696058958,0.3145764348029479,0.32735893438633035,-0.5022738138753603
S022,4,Closed headphones,2.25,0.9574271077563381,0.47871355387816905,0.3521825181113625,-0.31992427610868107
S022,4,Individualized HRTF,5.5,0.5773502691896257,0.28867513459481287,0.7403626894942439,-0.5395906230238124
S022,4,Real speakers,6,0.816496580927726,0.408248290463863,0.7781512503836436,-0.3890756251918218
S022,4,Non-individualized HRTF,8.5,1.2909944487358056,0.6454972243679028,0.9294189257142927,-0.19010562085580301
S022,5,Incongruous room,1.75,0.28867513459481287,0.14433756729740643,0.24303804868629444,-0.8406206186877936
S022,5,Closed headphones,2.75,0.5,0.25,0.43933269383026263,-0.6020599913279624
S022,5,Individualized HRTF,5.75,0.9574271077563381,0.47871355387816905,0.7596678446896304,-0.31992427610868107
S022,5,Real speakers,6.625,1.6007810593582121,0.8003905296791061,0.8211858826088455,-0.09669805863207585
S022,5,Non-individualized HRTF,8.5,1.7320508075688772,0.8660254037844386,0.9294189257142927,-0.06246936830415
S022,6,Incongruous room,2.25,0.5,0.25,0.3521825181113625,-0.6020599913279624
S022,6,Closed headphones,2.625,0.47871355387816905,0.23935677693908453,0.4191293077419757,-0.6209542717726623
S022,6,Individualized HRTF,6.375,0.47871355387816905,0.23935677693908453,0.8044801891059927,-0.6209542717726623
S022,6,Real speakers,7.5,0.5773502691896257,0.28867513459481287,0.8750612633917001,-0.5395906230238124
S022,6,Non-individualized HRTF,8,2.581988897471611,1.2909944487358056,0.9030899869919435,0.11092437480817817
S023,1,Incongruous room,0.775,0.26299556396765833,0.13149778198382917,-0.1106982974936897,-0.8810815724997567
S023,1,Closed headphones,1.625,0.75,0.375,0.21085336531489318,-0.42596873227228116
S023,1,Individualized HRTF,0.75,0.20816659994661327,0.10408329997330663,-0.12493873660829995,-0.9826189468703941
S023,1,Real speakers,0.75,0.5,0.25,-0.12493873660829995,-0.6020599913279624
S023,1,Non-individualized HRTF,0.875,0.15000000000000002,0.07500000000000001,-0.057991946977686754,-1.1249387366083
S023,2,Incongruous room,2,0.5773502691896257,0.28867513459481287,0.3010299956639812,-0.5395906230238124
S023,2,Closed headphones,2.875,1.4361406616345072,0.7180703308172536,0.4586378490256493,-0.14383301705299986
S023,2,Individualized HRTF,1.575,0.6994045086119095,0.34970225430595475,0.19728055812561932,-0.4563015680639864
S023,2,Real speakers,1.75,0.5,0.25,0.24303804868629444,-0.6020599913279624
S023,2,Non-individualized HRTF,1.375,0.25,0.125,0.13830269816628146,-0.9030899869919435
S023,3,Incongruous room,3.125,1.4361406616345072,0.7180703308172536,0.494850021680094,-0.14383301705299986
S023,3,Closed headphones,5,1.8257418583505538,0.9128709291752769,0.6989700043360189,-0.039590623023812395
S023,3,Individualized HRTF,2.325,0.3947573094109003,0.19737865470545016,0.36642295722597273,-0.7046998154195442
S023,3,Real speakers,2.275,0.3774917217635374,0.1887458608817687,0.3569814009931312,-0.7241225634917168
S023,3,Non-individualized HRTF,1.975,0.23629078131263032,0.11814539065631516,0.29556709996247904,-0.9275832173373806
S023,4,Incongruous room,3.75,0.9574271077563381,0.47871355387816905,0.5740312677277188,-0.31992427610868107
S023,4,Closed headphones,5,1.632993161855452,0.816496580927726,0.6989700043360189,-0.08804562952784062
S023,4,Individualized HRTF,2.65,0.1914854215512676,0.0957427107756338,0.42324587393680785,-1.0188942804446999
S023,4,Real speakers,2.25,0.28867513459481287,0.14433756729740643,0.3521825181113625,-0.8406206186877936
S023,4,Non-individualized HRTF,1.925,0.41932485418030413,0.20966242709015206,0.2844307338445195,-0.6784793910389473
S023,5,Incongruous room,4.875,0.25,0.125,0.6879746200345557,-0.9030899869919435
S023,5,Closed headphones,5.875,1.3149778198382918,0.6574889099191459,0.7690078709437739,-0.18211156816373783
S023,5,Individualized HRTF,2.65,0.3109126351029605,0.15545631755148026,0.42324587393680785,-0.8083916240743343
S023,5,Real speakers,2.2,0.3559026084010437,0.17795130420052185,0.3424226808222063,-0.7496988247154074
S023,5,Non-individualized HRTF,2.125,0.3947573094109004,0.1973786547054502,0.32735893438633035,-0.7046998154195441
S023,6,Incongruous room,5.875,0.6291528696058958,0.3145764348029479,0.7690078709437739,-0.5022738138753603
S023,6,Closed headphones,5.75,1.5545631755148024,0.7772815877574012,0.7596678446896304,-0.1094216197383156
S023,6,Individualized HRTF,2.575,0.3862210075418822,0.1931105037709411,0.41077723337720984,-0.714194103197847
S023,6,Real speakers,2.5500000000000003,0.5196152422706632,0.2598076211353316,0.40654018043395523,-0.5853481135844875
S023,6,Non-individualized HRTF,2.375,0.25,0.125,0.3756636139608854,-0.9030899869919435
S024,1,Incongruous room,0.1,0,0,-1,-Inf
S024,1,Closed headphones,0.1,0,0,-1,-Inf
S024,1,Individualized HRTF,1,0,0,0,-Inf
S024,1,Real speakers,1,0,0,0,-Inf
S024,1,Non-individualized HRTF,1,0,0,0,-Inf
S024,2,Incongruous room,0.25,0.05773502691896256,0.02886751345948128,-0.6020599913279624,-1.5395906230238126
S024,2,Closed headphones,0.25,0.05773502691896256,0.02886751345948128,-0.6020599913279624,-1.5395906230238126
S024,2,Individualized HRTF,2,0,0,0.3010299956639812,-Inf
S024,2,Real speakers,2,0,0,0.3010299956639812,-Inf
S024,2,Non-individualized HRTF,2.5,0.5773502691896257,0.28867513459481287,0.3979400086720376,-0.5395906230238124
S024,3,Incongruous room,0.525,0.20615528128088306,0.10307764064044153,-0.2798406965940431,-0.9868355306388253
S024,3,Closed headphones,0.65,0.3109126351029605,0.15545631755148026,-0.18708664335714442,-0.8083916240743343
S024,3,Individualized HRTF,3.25,0.5,0.25,0.5118833609788743,-0.6020599913279624
S024,3,Real speakers,3.75,0.5,0.25,0.5740312677277188,-0.6020599913279624
S024,3,Non-individualized HRTF,3.75,0.5,0.25,0.5740312677277188,-0.6020599913279624
S024,4,Incongruous room,0.85,0.28867513459481287,0.14433756729740643,-0.07058107428570728,-0.8406206186877936
S024,4,Closed headphones,0.575,0.17078251276599332,0.08539125638299666,-0.24033215531036956,-1.0685865965126558
S024,4,Individualized HRTF,4,0,0,0.6020599913279624,-Inf
S024,4,Real speakers,4.25,0.5,0.25,0.6283889300503115,-0.6020599913279624
S024,4,Non-individualized HRTF,4.5,0.5773502691896257,0.28867513459481287,0.6532125137753437,-0.5395906230238124
S024,5,Incongruous room,0.7,0.24494897427831783,0.12247448713915891,-0.1549019599857432,-0.9119543704721593
S024,5,Closed headphones,0.725,0.3403429642777023,0.17017148213885114,-0.13966199342900631,-0.7691132185607461
S024,5,Individualized HRTF,4.25,0.5,0.25,0.6283889300503115,-0.6020599913279624
S024,5,Real speakers,4,0,0,0.6020599913279624,-Inf
S024,5,Non-individualized HRTF,4,0,0,0.6020599913279624,-Inf
S024,6,Incongruous room,0.9,0.11547005383792512,0.05773502691896256,-0.045757490560675115,-1.2385606273598313
S024,6,Closed headphones,1.1,0.11547005383792512,0.05773502691896256,0.04139268515822508,-1.2385606273598313
S024,6,Individualized HRTF,4.5,0.5773502691896257,0.28867513459481287,0.6532125137753437,-0.5395906230238124
S024,6,Real speakers,4.75,0.5,0.25,0.6766936096248666,-0.6020599913279624
S024,6,Non-individualized HRTF,4.75,0.5,0.25,0.6766936096248666,-0.6020599913279624
S025,1,Incongruous room,1.175,0.12583057392117916,0.06291528696058958,0.07003786660775509,-1.2012438182113792
S025,1,Closed headphones,1.85,0.7937253933193772,0.3968626966596886,0.26717172840301384,-0.40135972093719036
S025,2,Incongruous room,1.475,0.050000000000000044,0.025000000000000022,0.16879202031418183,-1.602059991327962
S025,2,Closed headphones,1.725,0.20615528128088303,0.10307764064044152,0.23678909940929294,-0.9868355306388255
S025,3,Incongruous room,1.525,0.12583057392117916,0.06291528696058958,0.1832698436828046,-1.2012438182113792
S025,3,Closed headphones,2.5,1,0.5,0.3979400086720376,-0.3010299956639812
S025,4,Incongruous room,1.65,0.09999999999999998,0.04999999999999999,0.21748394421390627,-1.3010299956639813
S025,4,Closed headphones,2.95,0.9,0.45,0.46982201597816303,-0.3467874862246563
S025,5,Incongruous room,1.65,0.09999999999999998,0.04999999999999999,0.21748394421390627,-1.3010299956639813
S025,5,Closed headphones,2.675,1.5564382416273381,0.7782191208136691,0.4273237863572472,-0.10889810280257971
S025,6,Incongruous room,1.875,0.15000000000000002,0.07500000000000001,0.27300127206373764,-1.1249387366083
S025,6,Closed headphones,3.375,0.75,0.375,0.5282737771670437,-0.42596873227228116
